type,RelNO,content,Arg1_Content,Arg2_Content
Explicit,6,平行,１５０名抗议者用垃圾桶和废旧汽车堵塞了交通，并向北约士兵投置石块，愤怒的塞族人还发火焚烧了一辆联合国警车，并绑架了一名翻译,而北约维和部队则向抗议者释放了催泪弹
Explicit,2,结果在先,以搜查非法武器为由,对三个塞族家庭进行了强行搜查
Explicit,6,平行,维和士兵欧打了一名老人,并扣押了一个１７岁女孩
Explicit,2,原因在先,以搜查非法武器为由对三个塞族家庭进行了强行搜查，期间，维和士兵欧打了一名老人，并扣押了一个１７岁女孩,从而激起了塞族人的愤怒
Explicit,6,平行,搜查是为了寻找一起武器抢劫案,和一起谋杀案
Explicit,5,递进,搜查是为了寻找一起武器抢劫案和一起谋杀案,并称，这次搜查缴获了大量武器
Explicit,1,先序,以色列总理巴拉克９号晚通过电视台向全国发表讲话宣布,他将于１０号向以色列总统卡查夫提辞呈
Explicit,5,递进,他将于１０号向以色列总统卡查夫提辞呈,并根据有关法律规定在６０天内组织举行新的总理选举。
Explicit,2,目的在后,其次巴拉克这样做,也是为了避免举行新的议会大选，
Explicit,2,原因在先,将主要精力放在了推动中东和平进程上，忽略了国内经济和社会等各项改革计划的实施,导致各界强烈不满
Explicit,2,原因在先,加上以巴冲突持续２个多月和巴拉克在处理冲突中过分使用武力,招致左翼团体和以色列阿拉伯人的反感
Explicit,2,原因在先,由于以巴冲突愈演愈烈,以色列阿拉伯人表示不在支持巴拉克
Explicit,2,原因在先,巴拉克担心阿拉伯选民不参加投票,从而使自己失去了获胜机会
Explicit,2,原因在先,从而使自己失去了获胜机会,因此他决定辞职，从而避免举行新的大选
Explicit,2,原因在先,在时间上为党内竞争对手带来许多难题，,使他们无法在短期内组织力量进行竞争。
Explicit,5,递进,称其做法是践踏法律,并扬言于近日在议会提交议案，
Explicit,5,递进,允许内塔尼亚胡参加总理选举，,同时还发誓尽快设法使解散议会提前举行大选议案获得通过，争取大选
Explicit,3,充分条件在先,我觉得如果唯一在澳门一国两制我个人觉得是比较满意的,就是我们还是有一个相对团结的、稳定的一个社会基础
Explicit,6,平行,与内地各方面的交往,与交流
Explicit,4,间接对比,中国申奥代表团在洛桑虽然是排在第四位做陈述报告,但仍然给与会人士留下了很好的印象。
Explicit,4,间接对比,我看到好几个会议开下去的时候，都是比较那种很沉闷的感觉,但是到我们中国以后，气氛比较活跃。
Explicit,5,解释说明,古巴国务委员会主席卡斯特罗和来访的俄罗斯总统普京１４号在哈瓦那举行正式会谈后发表了联合声明,阐述了古俄两国与双边关系，以及世界重大问题的看法和立场
Explicit,6,平行,阐述了古俄两国与双边关系,以及世界重大问题的看法和立场
Explicit,6,平行,表示反对美国对古巴实行的经济封锁,和所有与封锁有关的域外立法行为
Explicit,6,平行,双方对于目前两国间政治对话的水平及双边接触表示满意,并表示大力推动经贸关系的发展
Explicit,6,平行,双方强调国际社会应当在严格遵守《联合国宪章》、《国际法准则》,以及在确保公正的原则下共同选择解决各种繁杂国际局势问题的方式
Explicit,4,间接对比,巴以美三方合谈２１号在美国首都华盛顿继续进行,而令人遗憾的是巴以之间昨天再次暴发流血冲突
Explicit,6,平行,最积极最大胆,和最困难的谈判
Explicit,3,必要条件在先,如果能在谈判的具体细节上达成一致,双方在２３号可能达成一项协议
Explicit,4,间接对比,巴以在棘手的东耶路撒冷主权问题上已经取得了进展，双方立场已经非常接近,但在巴勒斯坦难民等其它问题上还存在分歧
Explicit,5,解释说明,上海轨道交通明珠线２６号正式通车试运行,这也是中国第一条城市高架轨道交通线
Explicit,5,递进,沿线共设有１９座车站,其中１６座车站为高架车站
Explicit,4,间接对比,以色列决定有条件的接受美国总统克林顿提出的以巴和谈新建议,但同时要求美国方面就该建议的一些细节问题做出进一步的澄清
Explicit,5,解释说明,美国的和谈新建议是上周以巴和谈代表在华盛顿结束会谈时由克林顿提出的,其中涉及了耶路撒冷地位、边界划分、犹太定居点前途以及巴勒斯坦难民回归等问题
Explicit,4,间接对比,以、巴、埃三方首脑将举行会晤，着重讨论美国提出的以巴和谈新的妥协方案并为可能在华盛顿举行的以巴美首脑会谈做必要的准备,但是由于以巴双方对这个方案的态度存在着很大分歧，沙姆沙依赫首脑会晤可能会因此而被取消
Explicit,2,证据在先,，但是由于以巴双方对这个方案的态度存在着很大分歧,沙姆沙依赫首脑会晤可能会因此而被取消
Explicit,5,解释说明,这九条规定包括,不准接受工作对象安排的食宿，不准索要接受工作对象的钱物及有价证券等内容
Explicit,6,平行,不准索要接受工作对象的钱物,及有价证券等内
Explicit,2,目的在后,我们将向社会公开宣布海关外勤工作纪律的九个不准,目的是为了进一步规范海关工作人员和他的管理相对人之间的关系，从源头上防微杜渐，确保我们海关工作人员的廉洁和公正
Explicit,5,递进,意识到了自身廉洁的重要性,并制订了一系列防范措施
Explicit,5,解释说明,加强对海关各级领导干部特别是一把手的监督,包括实行领导干部的责任追究制度，实行督察特派员制度，用审计的方式对各个直属海关的执法状况进行监督检查
Explicit,1,同步,１８号下午２８位中国驻外使、领馆官员与中央电视台有关部门举行座谈，外交官们利用春节回国休假的机会，转达了广大海外华人、华侨对祖国建设发展的关心,同时也就如何进一步办好对外电视节目，提出了许多建设性的意见和建议
Explicit,6,平行,１８号下午２８位中国驻外使、领馆官员与中央电视台有关部门举行座谈，外交官们利用春节回国休假的机会，转达了广大海外华人、华侨对祖国建设发展的关心,同时也就如何进一步办好对外电视节目，提出了许多建设性的意见和建议
Explicit,6,平行,同时在节目中多传播悠久文明的中华文化,并积极开展与国际电视机构的合作
Explicit,6,平行,传播科学知识,与科学理念
Explicit,5,递进,如果说自焚能够得圆满的话,那我认为这位李洪志大师就是一个地地道道的屠夫，就是刽子手
Explicit,5,解释说明,冯今园研究员指出,法轮功反人类、反社会、反科学，是彻头彻尾的邪教，它具备了邪教的一切特征，它是冒用宗教术语来愚弄世人的歪理邪说，法轮功歪曲了宗教的上帝观，自封为创世主，编造世界末日来临说，制造混乱，冒用宗教的修行修炼来危害人类身心健康，用精神恐吓来控制人的作法都证明它就是彻头彻尾的邪教，而近来法轮功痴迷者到天安门自焚的事件更证明了其邪教特征
Explicit,5,递进,而近来法轮功痴迷者到天安门自焚的事件,更证明了其邪教特征
Explicit,5,递进,所以就演出了一幕一幕自杀、自焚,甚至残杀他人的这样的悲剧
Explicit,2,结果在先,但他坚称自己是民选出来的合法总理,不会因为受到军方的威胁而辞职
Explicit,4,间接对比,另据美联社报道，恩加拉塞当天还致电澳大利亚总理霍华德，请求澳大利亚对斐济局势进行军事干预,但遭到拒绝
Explicit,5,例外在后,除了筹集捐款,他们还将拍摄并考察沿途的地理环境变化，尤其是全球变暖对极地冰川的威胁情况等等
Explicit,5,递进,他们还将拍摄并考察沿途的地理环境变化,尤其是全球变暖对极地冰川的威胁情况等
Explicit,2,原因在先,由于极地的特殊天气状况,最终直升机在南极的龙尼冰棚坠毁，不过两人都幸免于难
Explicit,4,间接对比,最终直升机在南极的龙尼冰棚坠毁,不过两人都幸免于难
Explicit,2,原因在先,因为救了同伴一命,荣获了两项勇气奖。
Explicit,2,原因在先,由于担负供热任务的电力企业设备出现了故障,从十二月三号凌晨开始，新疆乌鲁木齐市水磨沟区及天山区，共计四百万平方米范围内的上万户居民住宅及单位的供暖中断
Explicit,5,解释说明,据当地气象部门监测显示,这两天，乌鲁木齐市夜间的最低气温达到了零下十四摄氏度左右
Explicit,2,原因在先,鉴于伊朗拒绝暂停铀浓缩活动,在美国的支持下，法英德三国八号在联合国安理会散发了一份有关制裁伊朗的决议草案，
Explicit,5,实例在后,法英德三国八号在联合国安理会散发了一份有关制裁伊朗的决议草案,其中建议对十二名涉嫌参与核计划的伊朗人进行制裁。
Explicit,4,间接对比,，这份由美国国务院提供的伊朗人名单,竟然是从互联网上搜索获得的
Explicit,2,原因在先,由于美国中央情报局认为，美国在伊拉克战前向安理会提供的情报出现过重大失误,因此，在伊朗问题上不能再犯错误，便拒绝为国务院提供这份名单。
Explicit,1,先序,这名官员在输入伊朗核计划等关键词后，,挑选了十二个点击率最高的名字
Explicit,1,先序,挑选了十二个点击率最高的名字，,最后写进了安理会决议草案。
Explicit,5,实例在后,对这十二人进行制裁,包括禁止他们国际旅行和参与国际商务活动
Explicit,6,平行,欧五,和欧六标准
Explicit,5,递进,这意味着欧盟将会进一步提高对于汽车排放量的限制,尤其是粉尘颗粒和氨氧化物的排放
Explicit,6,平行,粉尘颗粒,和氨氧化物
Explicit,2,目的在先,为了改善欧洲各个城市的空气质量,欧盟在两千零五年一月一日推行了欧四排放标准之后，又制定了更加严格的欧五和欧六排放标准
Explicit,1,先序,欧盟在两千零五年一月一日推行了欧四排放标准之后,又制定了更加严格的欧五和欧六排放标准
Explicit,6,平行,轿车,和客车
Explicit,6,平行,粉尘颗粒,和氨氧化物
Explicit,4,正向对比,按照欧五排放标准,柴油轿车的颗粒物排放量将减少百分之八十
Explicit,4,正向对比,而实行欧六标准后，柴油轿车的氨氧化物排放量将比目前,减少百分之六十八
Explicit,2,原因在先,因为销售月球土地,被判定为投机倒把
Explicit,2,原因在先,因销售月球土地,而被工商部门查处的公司。
Explicit,2,证据在先,目前没有法律法规规定不能销售空气,所以工商局扣押原告营业执照是不合法的
Explicit,2,原因在先,朝阳工商局做出的驳回原告登记申请符合法律规定，有利于维护我国市场经济秩序,因此判决
Explicit,6,平行,新华社,以及路透
Explicit,6,平行,不肯透露姓名,也不肯面对镜头的韩方副团长
Explicit,4,间接对比,引人注目的朝美会谈气氛融洽,但没有产生新的提案
Explicit,6,平行,但没有产生新的提案,朝鲜弃核也没有具体的措施
Explicit,1,先序,科学家们经过研究以后,做出了一个大胆的猜想
Explicit,4,让步在先,即便火星上有这些超级细菌,它们搭乘陨石从火星到地球的可能性也不大。
Explicit,3,相关条件在先,朝鲜对于美国的态度基本满意,不然朝鲜肯定会再一次转身离开六方会谈的谈判桌
Explicit,3,充分条件在先,双方只要肯谈,问题就不会被搁置。
Explicit,3,相关条件在先,如果美国企图以对话与施压，皮鞭与胡萝卜等软硬兼施的方法进行谈判，,鲜必将采取对话和盾牌的方式来对付。
Explicit,2,原因在先,这一决定加大了华人入籍的难度,在华人社区中引起了不小的反响
Explicit,5,递进,美国移民局公布了入籍考试的新试题后，华人社区反应不一,特别是一些想要入籍的年长者
Explicit,2,推论在先,根据地面留下的长达四十多米的刮痕初步判断,事故应该是刹车失灵以及右后轮爆胎造成车体失控所致
Explicit,2,证据在先,但是由于驾驶员是无照驾驶,因此理赔金很有可能不会发放
Explicit,2,原因在先,针对现代信息化条件下战争的重要特征,兰州军区某训练基地在组织部队演习中注重构设复杂电磁环境，锻炼提高部队打赢信息化条件下作战的能力
Explicit,6,平行,运用先进的电子信息技术,和模拟仿真技术
Explicit,2,目的在后,通过多种方式的综合运用,着力为部队营造相对复杂的电磁战场
Explicit,5,递进,据美联社的报道说，这份报告呼吁美国政府调整对伊拉克政策，建议美军逐步向伊拉克军队移交安全控制权，并最终在二零零八年年初撤出伊拉克。,报告同时还建议白宫能与对伊拉克拥有一定影响力的伊朗和叙利亚直接开展对话，共同解决伊拉克问题。
Explicit,4,间接对比,由于进来伊拉克暴力活动日益频繁，驻伊美军伤亡人数不断上升，以及布什所在的共和党在十一月初的中期选举中失利，布什政府究竟将如何调整对伊政策，成为美国各方关注的焦点。,但白宫发言人斯诺指出，布什政府对于这份报告并没有寄予太高的希望，因为希望这份报告为解决伊拉克问题提供一枚神奇子弹的想法是不公平的。
Explicit,5,递进,但白宫发言人斯诺指出，布什政府对于这份报告并没有寄予太高的希望，因为希望这份报告为解决伊拉克问题提供一枚神奇子弹的想法是不公平的。,此外伊拉克人对于这份报告的出炉也相当关注。
Explicit,5,解释说明,今天上海公交卡公司与其行业主管部门上海市建设交通委，就公交卡押金事件正式表态,将对公交卡押金问题进行审计，同时会将审计结果公之于众
Explicit,5,解释说明,此前，上海公共交通卡股份有限公司曾经发表声明说,当初把每张卡的押金定为三十元是参照了当时同类卡的市场价，比如香港的八达通卡押金是五十元港币
Explicit,5,实例在后,当初把每张卡的押金定为三十元是参照了当时同类卡的市场价,比如香港的八达通卡押金是五十元港币
Explicit,6,平行,对于押金增值部分具体的开支清单,以及是否会调整押金金额
Explicit,5,解释说明,对此上海市消费者权益保护委员会表示,一卡通的押金及其利息的用途应当像社会公众明示
Explicit,6,平行,一卡通的押金,及其利息的用途
Explicit,3,相关条件在先,如果欧盟保护宗教自由,将支持土耳其加入欧盟
Explicit,4,间接对比,通常此类声明都与神学问题有关，,但在这次的联合声明中，两位宗教领袖提到了土耳其加入欧盟的谈判。
Explicit,4,间接对比,现在土耳其有十二万基督教徒，大约三万天主教,，但在一个世纪以前，有两百万教徒
Explicit,2,原因在先,但由于上周四在伊拉克萨德尔城发生了导致两百多人死亡的炸弹爆炸事件，伊拉克关闭了巴格达国际机场，并开始消禁,会谈因此被推迟
Explicit,5,递进,伊拉克关闭了巴格达国际机场,并开始消禁
Explicit,6,平行,美国拒绝就实现伊拉克和平稳定问题与伊朗和叙利亚谈判,并称两国是伊拉克境内叛乱分子的支持者
Explicit,2,原因在先,中国自两千零一年加入世贸组织以来实施的重要改革,让美国的企业跟消费者获益良多。
Explicit,2,原因在先,中国入世以来的改革,令美国企业和消费者受益良多
Explicit,4,让步在后,改革出现倒退,至少是放缓的迹象。
Explicit,4,间接对比,在中国经营的美国公司所面对的全面禁令正在逐步减少,但是他们仍不得不应对监管的障碍。
Explicit,6,平行,朝,以及韩国
Explicit,6,平行,以及韩国,还有日本
Explicit,6,平行,而目前他也希望,中方也非常希望各方能够利用这次难得的接触机会
Explicit,6,平行,大家的设想,以及大家的关切
Explicit,5,解释说明,不过中国外交部表示,目前这个六方会谈的当务之急就是要使各方都回到对话和谈判的轨道上来
Explicit,5,解释说明,前这个六方会谈的当务之急,就是要使各方都回到对话和谈判的轨道上来
Explicit,5,例外在后,国际社会都非常期待着六方会谈能够重新举行,唯独是日本例外
Explicit,1,同步,要求朝鲜必须要放弃核计划,同时也必须解决日本跟朝鲜之间的人质问题
Explicit,3,相关条件在先,如果不改变立场,朝鲜的核问题六方会谈就不可能在十二月份举行，在未来也是不可能的，
Explicit,5,例外在后,鲜的核问题六方会谈就不可能在十二月份举行，在未来也是不可能的,除非美国改变立场。
Explicit,3,必要条件在后,朝鲜的核问题六方会谈就不可能在十二月份举行，在未来也是不可能的,除非美国改变立场
Explicit,6,平行,德国调查人员在科夫通前妻的住所,及前岳母家中
Explicit,6,平行,工作人员分别在一辆曾经接载科夫通的汽车，他向德国入境局提交了一份文件,以及前妻住所的沙发上发现了钋二幺零的痕迹
Explicit,1,先序,十月三十一号晚上到访他前妻的住所,并在十一月一号从汉堡乘飞机到伦敦
Explicit,2,原因在先,利特维连科在十一月二十三号，由于中钋二幺零毒,死亡
Explicit,2,原因在先,科夫通也因为中毒,正在莫斯科留院治疗
Explicit,5,递进,人道援助的工作人员受到越来越多的危险，,而经费的短缺也威胁到对全世界几百万难民所提供的援助计划。”
Explicit,3,必要条件在先,除非联合国难民公署能够收到更多的支援经费,否则这个机构的功能会严重萎缩下去。
Explicit,2,原因在先,因为缺少经费,联合国难民公署已经被迫削减了从卢旺达和坦桑尼亚到阿富汗的许多难民救助计划
Explicit,4,间接对比,目前有好几百万人正在受苦受难,但是解救他们苦难的工作做得太少了
Explicit,5,递进,这不但显示出这种危机的地区特性,而且也显示出人们为了寻求生命安全的那种深切的绝望心态
Explicit,2,目的在先,为了表示他对绪芳女士的尊敬,安南成为第一位在难民会议上致词的联合国秘书长。
Explicit,2,目的在后,我欢迎难民公署建议跟各国政府进行全球性的咨商，,以期重整难民保护制度，重申１９５１年难民公约的重要性
Explicit,6,平行,南斯拉夫现任总统米洛塞维奇,和反对党的竞选对手科什图尼察
Explicit,3,相关条件在先,如果米洛舍维奇前往莫斯科,俄罗斯就应该把它交给海牙国际战争罪行法庭
Explicit,6,平行,西方国家一方面希望米洛舍维奇下台,另一方面又不给他任何回旋余地
Explicit,3,相关条件在先,如果要摆脱困境,就一定要有政治回旋余地”。
Explicit,3,相关条件在先,如果我们想打内战、如果我们想彻底分裂巴尔干国家、如果我们想让这些问题长久地持续下去，而且让美国和北约军人到那里去送死,那就把米洛舍维奇抓起来好了
Explicit,6,平行,双方宣布建立战略伙伴关系,并且制定了对付阿富汗问题的共同方针
Explicit,6,平行,坦克,和航空母舰
Explicit,6,平行,俄罗斯也将向印度出售战斗机、坦克和航空母舰,并且将继续的争取让印度成为联合国安理会常任理事国
Explicit,2,目的在后,继续的争取,让印度成为联合国安理会常任理事国
Explicit,5,递进,俄罗斯在印度洋地区的利益仍然存在,而且这次访问还可能构画出印度洋的未来战略格局
Explicit,5,递进,英国,甚至以色列
Explicit,5,递进,普京在这次访问中达成了向印度出售坦克和战斗机的协议,并且向印度出售一艘航空母舰
Explicit,6,平行,并且向印度出售一艘航空母舰,还授予印度生产俄罗斯的苏３０战斗轰炸机的许可证
Explicit,5,递进,普京本星期对印度的访问是他从亚洲大国,尤其是中国、印度和日本加强关系的努力的一部分
Explicit,6,平行,印度,和日本
Explicit,6,平行,俄罗斯尚未同日本签属和平条约,也没有表示归还日本北方四岛的意思
Explicit,3,充分条件在先,如果双方不为双边关系投入重要内容,那么这种关系将是空洞而没有意义的
Explicit,6,平行,印度和俄罗斯同意制定共同方针来对付阿富汗,并调协对付阿富汗危机的政治、外交和军事措施
Explicit,6,平行,外交,和军事措施
Explicit,2,原因在先,准备联合对付阿富汗的意愿,使两国建立战略伙伴关系的构想有了实质内
Explicit,2,目的在后,几个小时之前，抗议民众冲进议会和国家电视台大楼,要求米洛舍维奇总统下台。
Explicit,5,实例在后,反对派同所有有关的国家机构建立了联系,包括警方一个新的民主政府正在形成。
Explicit,5,递进,南通社表示和人民站在一起,并将真实和客观的为国家的利益作出报道。
Explicit,2,目的在后,但是国家选举委员会坚持说科什图尼察没有赢得足够的票数，,来避免进行第二轮投票
Explicit,2,目的在后,克林顿和布莱尔去年领导了北约组织在塞尔维亚的轰炸战役,以使南斯拉夫军队离开科索沃省。
Explicit,6,平行,南通社表示和人民站在一起,并将真实和客观的为国家的利益作出报道
Explicit,4,间接对比,有报道说３架军用运输机离开了贝尔格莱德,但是不清楚谁在飞机上
Explicit,1,先序,在这些个进展迅速发生之前,南斯拉夫宪法法院裁定上个星期有争议的选举结果无效
Explicit,2,目的在后,科什图尼祭没有赢得足够的票数,来避免进行第二轮投票
Explicit,4,间接对比,那些流离失所的人迟早会回到自己的家园,但家乡的土地上散布着各种地雷、耳雷和其他还没有爆炸的东西
Explicit,1,同步,我们也去学校散发各种材料包括海报、小册子、标语和汗衫,同时也在学校里组织话剧团、聊天俱乐部和体育俱乐部，目的在于唤起人们的敏感度。
Explicit,4,间接对比,埃塞俄比亚有６千万人口,但是只有３、４个康复中心向残疾人提供帮助
Explicit,5,递进,他的组织已经在１３所医院里设立了理疗康复所,并希望能够继续扩大这个计划
Explicit,2,目的在后,最近几天，南斯拉夫首都贝尔格来德，成千上万的人走上街头,要求米洛舍维奇辞职
Explicit,2,原因在先,竞选双方都没有获得半数,因此，进行第二轮选举
Explicit,2,结果在先,俄罗斯的祝贺被视为是反对派的胜利，,因为，俄罗斯总统普京一直不愿意承认科什图尼察赢得了９月２４的总统大选
Explicit,4,间接对比,米洛舍维奇表示不会用武力维持自己的总统职位，,但是，他要继续参与南斯拉夫政治。
Explicit,2,原因在先,国务卿奥尔布赖特称南斯拉夫的局势发展,使塞尔维亚人民重获自由
Explicit,3,必要条件在先,华盛顿和欧洲盟友要等新政府成立后，,才会宣布解除对南斯拉夫的制裁。”
Explicit,1,先序,华盛顿和欧洲盟友要等新政府成立后,才会宣布解除对南斯拉夫的制裁。”
Explicit,4,间接对比,南斯拉夫电视台星期五播出了米洛舍维奇会唔俄罗斯外长的镜头,但是，人们并不知道米洛舍维奇目前在哪里
Explicit,2,目的在后,以色列军人将采取全面的武力行动,来回应巴勒斯坦的枪手和示威者
Explicit,2,目的在后,以色列总理巴拉克重申他的最后通牒,要求巴勒斯坦人在星期一晚上之前结束最近的暴力浪潮
Explicit,3,相关条件在先,如果暴力活动不结束,以色列方面将得出结论
Explicit,2,目的在后,我们知道应该做什么以及如何行动,以保证我们的军人和平民得到保护
Explicit,2,目的在后,取消和平进程，命令以色列军队进行全面的武力行动,来回应巴勒斯坦枪手和暴民
Explicit,3,相关条件在先,如果暴力活动不停止,他将取消和平进程
Explicit,4,间接对比,这位总理表示与巴勒斯坦人的和平仍然是可能的,但是局势已经发展到了紧要关头
Explicit,3,相关条件在先,如果他要维持和平,和平的机会仍然存在
Explicit,3,相关条件在先,如果他们不选择和平，而选择僵持和对抗,我们不能把和平强加给他们
Explicit,5,解释说明,在这种情况下我们知道应如何回应,那就是我们以上所表示的
Explicit,5,递进,他们必须为使这一个地区的局势陷于恶化,可能是对抗
Explicit,3,相关条件在先,如果和平进程已经终结,那是巴拉克一手造成的
Explicit,2,原因在先,当这一地区的一名巴勒斯坦枪手向以色列公共汽车开火,使一些乘客受伤以后
Explicit,6,平行,美国之音驻白宫记者高勒斯特,以及驻耶路撒冷记者布尔的联合报道
Explicit,2,目的在后,美国总统克林顿继续通过电话进行斡旋，,设法防止近两个星期的暴力冲突
Explicit,6,平行,他星期二分别同巴拉克和阿拉法特通了电话,并且将和联合国秘书长安南讨论安南到这个地区了解到的情况
Explicit,6,互斥选择,问题的关键在于恢复和平进程,而不是克林顿是否前往中东
Explicit,6,平行,联合国秘书长安南也对巴拉克推迟镇压这样的行动表示欢迎,并且呼吁以巴双方停止暴力冲突，恢复和谈
Explicit,6,平行,除了敦促以巴双方的领导人尽快地展开谈判,联合国的人权委员会也以压倒多数同意阿拉伯国家的要求召开紧急会议来审议阿拉伯国家所说的以色列在和巴勒斯坦示威者的冲突当中，使用暴力的问题
Explicit,6,平行,加拿大弃权,还有３个成员国没有参加投票
Explicit,2,目的在后,会议的目的是,要探讨如何制止循环不断的，以色列人和巴勒斯坦人之间的暴力冲突
Explicit,2,原因在先,危机突出又如此危险，不仅是对巴勒斯坦人和以色列境内的人民，而且对整个地区来说都很危险,所以人们就会担心，这或许就是为什么这么多成员国赞成开会讨论中东问题
Explicit,6,平行,“卢旺达种族灭绝大屠杀”,和“东帝汶暴力问题”
Explicit,6,平行,会议是不合时宜的,也不会平息中东的局势
Explicit,2,结果在先,后来节外生枝,是由于米洛舍维奇一伙表演了１出闹剧
Explicit,1,先序,１０月５日百万人奋起示威，显示了绝对不容压迫的民心,６日米洛舍维奇终于自己改口承认失败
Explicit,1,先序,６日米洛舍维奇终于自己改口承认失败,１０月７日中国政府也承认了科什图尼查当选的事实。
Explicit,2,原因在先,值得庆幸的是军队的态度，军队不介入政治斗争,使南斯拉夫避免了内战，和平的踏上了民主道路
Explicit,2,原因在先,国际、国内各种条件的配合,使米洛舍维奇无法冒天下之大不违，无法动用军队来镇压人民。
Explicit,3,相关条件在先,如果军队卷入漩涡，成为一人一党进行政治斗争的工具，,人民就要遭殃，后果不堪设想
Explicit,5,解释说明,阿拉法特则坚称,巴勒斯坦人不会停止对独立的追求
Explicit,5,解释说明,美国有线新闻网的最新报道说,以色列总理巴拉克召集人员组成紧急联合政府，他在新闻发布会上指责巴勒斯坦领导人阿拉法特放弃了和平谈判，说阿拉法特已经不再是和平的伙伴
Explicit,5,解释说明,美国有线新闻网引述巴拉克的话说：,和平需要双方的努力，而对抗只要一厢情愿
Explicit,4,反向对比,和平需要双方的努力,而对抗只要一厢情愿
Explicit,5,解释说明,以色列随即发动空袭，据报道,以色列的直升飞机向约旦河西岸和加沙地带发射火箭炮，击中了当地的警察局和电台等目标
Explicit,5,解释说明,美国有线新闻网的报道说,空袭击中了拉姆安拉的一座警察大楼，至少造成１６人受伤
Explicit,5,解释说明,美联社说,其中一枚炮弹击中了距离巴勒斯坦当局总部只有５０码的地方
Explicit,5,解释说明,阿拉法特的助手说：,当时阿拉法特就在楼里，但是有报道说阿拉法特并没有受伤
Explicit,5,递进,当时阿拉法特就在楼里,但是有报道说阿拉法特并没有受伤
Explicit,1,先序,空袭结束过后,以色列官员立即封锁了巴勒斯坦人控制的所有地区，并且规定除非紧急情况，禁止巴勒斯坦人离开他们的社区
Explicit,6,平行,以色列官员立即封锁了巴勒斯坦人控制的所有地区,并且规定除非紧急情况，禁止巴勒斯坦人离开他们的社区
Explicit,5,解释说明,以色列军方表示,以色列对拉姆安拉的空袭不仅是要报复以色列军人的死，他们说，我们的任务和目的是向巴勒斯坦转达严厉的信息，让他们知道这类事情是不能够容忍的
Explicit,6,平行,以色列对拉姆安拉的空袭不仅是要报复以色列军人的死,他们说，我们的任务和目的是向巴勒斯坦转达严厉的信息，让他们知道这类事情是不能够容忍
Explicit,5,解释说明,巴勒斯坦官员说,以色列的空袭等于是对巴勒斯坦人民发动全面战争，并且呼吁国际社会立即出面干预，结束以色列保安部队和巴勒斯坦暴民之间长达两个星期的冲突。
Explicit,6,平行,以色列的空袭等于是对巴勒斯坦人民发动全面战争,并且呼吁国际社会立即出面干预
Explicit,5,解释说明,不过以色列官员说,在空袭前的３个小时，他们就已经通知了巴勒斯坦当局，让他们立即撤离人员
Explicit,5,解释说明,以色列国防部副部长说,这次的空袭是局部的，袭击目标是那些背后指使暴力的人，并不是针对巴勒斯坦人
Explicit,6,互斥选择,袭击目标是那些背后指使暴力的人,并不是针对巴勒斯坦人民
Explicit,5,解释说明,后来以色列总理巴拉克也在内阁会议上宣布,这一轮的袭击已经结束
Explicit,5,解释说明,与此同时阿拉法特却保证说,巴勒斯坦人不会停止对独立建国的追求
Explicit,5,解释说明,美国有线新闻网的报道说,这两名以色列军人被打死，以及以色列的还击为中东地区的动荡局势雪上加霜，大大加剧了从中调解的难度。
Explicit,6,平行,这两名以色列军人被打死,以及以色列的还击
Explicit,5,解释说明,报道说：,联合国秘书长安南在过去两天时间里分别和以色列总理巴拉克以及巴勒斯坦领导人阿拉法特进行了会谈。
Explicit,5,递进,他对以色列军人的被害事件提出严厉谴责,并且呼吁双方停止流血，重开谈判
Explicit,5,递进,我们会查出事件的主谋,并对他们绳之以
Explicit,3,相关条件在先,如果这伙人是想阻止我们在中东地区建立和平和安全,他们会彻底失败
Explicit,4,间接对比,美国总统克林顿准备结束美国对南斯拉夫的一系列制裁行动,不过美国用于制裁前总统米洛舍维奇以及他的高级助手的一些措施仍然是保持不变。
Explicit,5,递进,解除制裁意味着立即结束对南斯拉夫的石油禁运,并且不再限制美国商务飞机飞往和离开南斯拉夫
Explicit,6,互斥选择,美国是和米洛舍维奇政府有分歧,而不是要抵制南斯拉夫人民
Explicit,2,原因在先,由于在巴尔干地区煽动并造成１０年之久的冲突,正面临战争罪行的指控
Explicit,4,间接对比,这次会谈涉及许多两国关心的问题，会谈有分歧,但希望会晤之后能够消除分歧，希望两国关系正常化”。
Explicit,5,解释说明,美国放松对南斯拉夫的制裁，实现了美国对南斯拉夫人民的承诺,那就是，只要米洛舍维奇下台，制裁就会结束”。
Explicit,5,递进,他表示相信民主过渡会得到巩固，,并会随着新选举的举行而继续发展
Explicit,4,让步在先,虽然反对派星期一早些时候宣布，南斯拉夫议会将自行解散，并呼吁提前举行新的选举，,但是米洛舍维奇的社会主义联盟明确表示，要继续控制塞尔维亚政府
Explicit,5,递进,南斯拉夫议会将自行解散,并呼吁提前举行新的选举
Explicit,4,让步在先,虽然米洛舍维奇已经下台,贝尔格莱德新旧势力之间争夺权利的斗争正在日益公开化。
Explicit,2,结果在先,约卡诺维奇和伍契奇的出逃显示新政权还没有全面控制警察部门和边界保安力量,因为有人协助这两个人出逃。
